Train: 15.000001
Train: 19.500000
Train: 23.666666
Train: 26.750002
Train: 29.199999
Train: 32.333332
Train: 35.142857
Train: 36.625000
Train: 38.333332
Train: 39.599998
Train: 40.545456
Train: 42.416668
Train: 42.846153
Train: 43.785713
Train: 44.600002
Train: 44.687500
Train: 45.235294
Train: 45.944443
Train: 46.736843
Train: 47.250000
Train: 47.857140
Train: 48.772728
Train: 49.173912
Train: 49.500000
Train: 49.759998
Train: 50.384617
Train: 50.740742
Train: 51.035713
Train: 51.413792
Train: 51.933334
Train: 52.225803
Train: 52.593750
Train: 53.030300
Train: 53.411762
Train: 53.600002
Train: 53.888885
Train: 54.216217
Train: 54.289471
Train: 54.743587
Train: 54.875000
Train: 55.365856
Train: 55.714287
Train: 55.813957
Train: 56.340908
Train: 56.822224
Train: 57.108696
Train: 57.446808
Train: 57.520832
Train: 57.938778
Train: 58.099998
Train: 58.490200
Train: 58.903851
Train: 59.150948
Train: 59.425926
Train: 59.527271
Train: 59.750004
Train: 60.035088
Train: 60.275864
Train: 60.661018
Train: 60.799999
Train: 61.131149
Train: 61.419357
Train: 61.476189
Train: 61.687500
Train: 61.830772
Train: 62.030304
Train: 62.328358
Train: 62.602943
Train: 62.840580
Train: 63.014286
Train: 63.126762
Train: 63.263885
Train: 63.424660
Train: 63.581078
Train: 63.706665
Train: 63.828945
Train: 64.051949
Train: 64.217949
Train: 64.367088
Train: 64.487495
Train: 64.629631
Train: 64.768288
Train: 64.903618
Train: 65.011909
Train: 65.117645
Train: 65.325584
Train: 65.528740
Train: 65.670456
Train: 65.741577
Train: 65.777779
Train: 65.978020
Train: 66.086952
Train: 66.247314
Train: 66.510635
Train: 66.631577
Train: 66.770836
Train: 66.876289
Train: 66.938774
Train: 67.050507
Train: 67.139999
Train: 67.267326
Train: 67.343140
Train: 67.563103
Train: 67.663460
Train: 67.780952
Train: 68.000000
Train: 68.046730
Train: 68.157402
Train: 68.238533
Train: 68.372726
Train: 68.504509
Train: 68.607147
Train: 68.672569
Train: 68.771927
Train: 68.860870
Train: 68.922409
Train: 68.991455
Train: 69.025421
Train: 69.117645
Train: 69.208336
Train: 69.305786
Train: 69.385246
Train: 69.463417
Train: 69.508064
Train: 69.639999
Train: 69.714287
Train: 69.787399
Train: 69.843750
Train: 69.937988
Train: 69.953850
Train: 70.015266
Train: 70.083328
Train: 70.240601
Train: 70.365677
Train: 70.525925
Train: 70.573524
Train: 70.664230
Train: 70.746376
Train: 70.812950
Train: 70.992859
Train: 71.056732
Train: 71.077469
Train: 71.146851
Train: 71.263893
Train: 71.296547
Train: 71.383560
Train: 71.421768
Train: 71.500000
Train: 71.550331
Train: 71.626671
Train: 71.715233
Train: 71.789474
Train: 71.901962
Train: 71.954552
Train: 72.006454
Train: 72.044876
Train: 72.171974
Train: 72.240509
Train: 72.314468
Train: 72.343750
Train: 72.385094
Train: 72.469131
Train: 72.564415
Train: 72.609756
Train: 72.672722
Train: 72.692772
Train: 72.760483
Train: 72.857140
Train: 72.887573
Train: 72.917648
Train: 72.964912
Train: 72.994186
Train: 73.017342
Train: 73.034485
Train: 73.074287
Train: 73.176132
Train: 73.271187
Train: 73.365173
Train: 73.418991
Train: 73.488892
Train: 73.530388
Train: 73.609886
Train: 73.688522
Train: 73.744568
Train: 73.816216
Train: 73.881721
Train: 73.909088
Train: 73.952126
Train: 74.063492
Train: 74.078949
Train: 74.083771
Train: 74.161461
Train: 74.170982
Train: 74.206184
Train: 74.312820
Train: 74.382652
Train: 74.451775
Train: 74.510101
Train: 74.532661
